student_id,course_id,date
S07560,C033,2025-10-01
S09371,C032,2024-08-25
S00423,C011,2024-06-07
S03051,C029,2023-12-20
S09158,C016,2025-02-17
S00928,C031,2024-04-16
S05253,C013,2025-02-17
S04615,C028,2025-02-25
S08930,C025,2024-01-09
S02579,C011,2024-11-29
S09237,C006,2025-01-03
S08521,C038,2024-08-14
S06253,C038,2023-12-23
S01061,C018,2025-09-19
S05144,C012,2024-09-23
S02611,C038,2024-11-23
S00544,C037,2024-10-12
S07393,C014,2024-03-16
S00407,C040,2025-04-09
S06780,C027,2025-09-07
S05166,C007,2025-02-06
S01589,C018,2025-01-24
S02534,C031,2024-08-03
S07953,C047,2024-01-02
S09424,C015,2025-01-18
S07066,C037,2024-12-10
S09782,C002,2025-11-13
S04994,C031,2025-06-30
S02965,C032,2024-05-13
S09434,C020,2025-09-24
S03859,C043,2025-08-15
S01519,C001,2025-10-05
S06971,C025,2025-06-25
S07812,C016,2024-05-10
S05833,C018,2024-01-04
S00507,C012,2024-07-30
S03967,C006,2024-02-07
S03655,C043,2024-07-27
S08560,C034,2025-07-27
S04664,C017,2024-03-05
S05055,C045,2024-12-03
S09127,C006,2024-01-09
S01919,C030,2024-02-24
S01223,C041,2024-12-02
S04268,C022,2025-08-19
S08563,C045,2024-01-10
S00691,C042,2024-11-30
S04073,C003,2024-07-30
S06863,C021,2025-04-06
S06042,C001,2024-03-12
S01923,C020,2024-02-20
S01683,C049,2025-07-03
S00754,C014,2025-04-10
S07601,C012,2024-08-07
S02882,C049,2025-06-11
S09406,C001,2024-01-07
S09482,C049,2025-05-25
S08704,C014,2025-02-22
S08191,C030,2025-03-03
S02106,C004,2025-08-04
S05745,C007,2024-12-31
S07940,C019,2024-07-29
S09545,C036,2025-11-30
S03717,C042,2025-10-02
S07703,C050,2024-06-02
S00284,C025,2025-01-09
S07286,C045,2023-12-30
S00557,C004,2025-09-18
S05144,C011,2025-11-13
S01129,C018,2024-03-29
S02520,C024,2024-08-14
S08729,C037,2025-09-26
S00521,C005,2024-01-01
S01288,C046,2024-04-26
S09867,C003,2024-11-30
S09188,C007,2024-08-29
S06428,C015,2025-08-02
S00070,C033,2025-09-09
S03394,C020,2025-06-16
S06283,C034,2024-11-20
S04741,C040,2024-02-22
S01308,C007,2024-09-10
S03158,C026,2024-01-31
S03601,C002,2024-04-26
S06414,C041,2025-08-24
S06304,C014,2024-11-21
S09766,C029,2024-11-14
S02778,C044,2024-11-03
S08373,C005,2025-10-15
S02111,C017,2025-08-18
S04102,C011,2024-10-14
S04946,C047,2025-10-01
S06190,C026,2024-10-24
S06901,C026,2025-02-09
S01845,C027,2025-08-05
S07875,C044,2025-04-08
S06315,C026,2025-09-06
S07375,C020,2025-09-13
S00060,C039,2024-06-26
S00231,C021,2025-06-28
S05286,C008,2024-08-25
S01185,C031,2024-12-22
S09536,C008,2025-10-25
S00866,C041,2025-03-04
S04060,C031,2025-08-02
S03229,C003,2024-03-18
S04533,C045,2025-08-17
S08202,C001,2024-02-24
S03684,C040,2024-10-09
S09729,C037,2024-12-31
S02370,C015,2024-05-09
S05788,C022,2024-06-15
S06003,C038,2025-03-20
S05400,C029,2025-09-10
S04061,C009,2024-01-31
S05902,C010,2024-11-29
S06608,C028,2025-07-29
S08294,C035,2025-04-16
S07825,C034,2023-12-26
S03337,C019,2024-07-18
S00747,C042,2025-02-15
S01620,C042,2025-11-06
S06605,C050,2023-12-09
S01648,C038,2024-04-08
S01410,C016,2024-10-04
S02713,C011,2024-10-08
S03727,C007,2024-02-23
S04780,C030,2025-03-22
S07259,C023,2024-05-25
S06574,C002,2025-08-08
S05170,C041,2024-02-13
S03787,C049,2023-12-10
S00909,C035,2024-05-16
S01664,C037,2024-02-15
S02363,C027,2024-09-08
S07393,C004,2025-04-12
S01612,C015,2025-04-23
S03369,C012,2024-10-01
S00272,C035,2025-09-27
S06898,C002,2024-12-05
S07379,C045,2025-01-14
S05671,C018,2024-07-24
S00287,C003,2025-11-06
S04581,C048,2025-03-14
S04107,C047,2025-02-06
S06945,C037,2024-04-06
S01800,C014,2024-11-12
S09040,C027,2023-12-10
S09733,C035,2025-07-01
S01834,C018,2024-05-02
S05112,C007,2025-03-20
S00218,C039,2025-07-31
S04080,C022,2023-12-07
S09564,C040,2024-05-29
S07332,C048,2024-03-21
S07598,C029,2025-09-16
S07296,C032,2025-05-30
S05697,C043,2024-07-05
S09530,C010,2024-07-02
S02869,C047,2025-06-14
S07193,C011,2024-11-11
S06401,C024,2024-07-14
S09899,C039,2025-02-08
S08376,C050,2025-04-30
S08431,C050,2024-10-25
S04414,C049,2025-01-25
S01213,C029,2024-05-29
S09136,C024,2024-12-13
S02438,C006,2023-12-14
S01555,C022,2025-03-24
S07290,C014,2025-06-13
S05848,C018,2024-05-10
S06724,C041,2025-05-24
S06822,C046,2025-05-21
S06304,C047,2025-09-27
S06080,C045,2024-07-25
S03527,C015,2024-06-02
S08670,C001,2024-03-04
S04904,C031,2024-03-12
S05570,C001,2023-12-10
S01176,C008,2024-08-19
S03655,C016,2024-10-14
S00255,C039,2025-06-06
S04788,C043,2025-05-26
S08655,C023,2025-06-14
S04207,C028,2024-10-02
S07136,C045,2024-06-30
S02477,C014,2025-10-08
S09923,C003,2025-03-19
S08812,C005,2025-09-20
S02148,C009,2025-11-01
S03318,C012,2024-04-15
S04857,C011,2024-09-10
S07413,C016,2025-01-23
S06315,C012,2025-09-05
S09661,C026,2025-08-18
S07731,C008,2024-03-28
S02882,C033,2025-09-09
S03664,C019,2025-01-18
S02819,C022,2025-10-23
S01448,C003,2025-02-14
S09287,C034,2024-01-02
S05522,C003,2025-05-22
S07772,C012,2025-12-02
S03360,C002,2025-10-01
S02612,C002,2024-10-03
S06161,C010,2025-02-20
S09296,C023,2024-03-12
S06430,C044,2025-06-14
S00030,C017,2025-03-17
S04353,C009,2024-08-15
S00968,C013,2025-10-28
S04706,C029,2024-02-04
S05853,C032,2025-06-02
S09394,C005,2024-11-18
S05099,C032,2024-11-01
S06781,C033,2023-12-15
S06816,C030,2024-10-16
S04535,C033,2024-09-22
S05661,C002,2025-03-03
S04842,C015,2024-01-24
S04993,C011,2025-10-30
S05622,C012,2024-08-22
S08050,C037,2025-09-15
S06773,C049,2025-10-21
S03243,C016,2025-08-07
S06878,C008,2025-01-21
S04509,C038,2024-08-13
S06314,C047,2025-02-12
S07547,C045,2024-05-13
S08882,C029,2025-02-03
S04809,C036,2025-04-25
S03915,C016,2025-06-13
S05670,C036,2025-01-27
S09574,C032,2025-05-28
S00710,C022,2024-09-04
S05184,C005,2025-03-15
S01184,C006,2024-06-06
S05422,C018,2024-08-12
S07079,C001,2024-07-16
S06593,C001,2025-04-17
S00586,C014,2024-08-10
S09404,C012,2024-02-09
S03613,C034,2025-02-21
S02802,C006,2025-02-02
S03684,C009,2025-08-06
S04953,C013,2025-09-27
S08385,C045,2025-06-03
S03413,C021,2025-10-01
S06390,C046,2024-12-14
S00259,C030,2024-06-26
S04145,C034,2024-09-13
S03122,C002,2024-04-07
S09940,C019,2025-04-22
S09001,C033,2024-06-04
S01086,C042,2024-06-25
S05794,C029,2024-11-10
S03259,C042,2025-04-02
S01583,C011,2023-12-16
S06873,C046,2024-12-31
S07663,C002,2024-01-24
S08959,C009,2025-03-06
S05006,C048,2025-03-09
S02248,C023,2024-08-22
S01692,C021,2023-12-08
S08302,C028,2025-06-16
S09768,C042,2025-11-21
S08065,C018,2025-10-23
S05906,C020,2025-08-22
S02253,C029,2024-05-31
S02904,C003,2024-12-04
S00395,C045,2025-02-23
S05894,C040,2023-12-18
S09637,C045,2023-12-29
S02752,C027,2024-06-20
S05791,C010,2025-11-17
S04977,C032,2025-06-06
S08408,C049,2024-09-28
S06746,C001,2025-11-17
S08824,C048,2025-03-19
S04433,C004,2024-06-19
S08072,C019,2024-05-13
S02895,C014,2024-03-20
S09909,C019,2023-12-05
S04642,C003,2024-06-26
S01519,C011,2025-09-08
S00671,C029,2024-11-19
S09046,C019,2024-04-30
S04687,C013,2025-04-01
S00727,C009,2024-06-11
S06257,C040,2024-02-09
S08877,C014,2024-03-01
S07338,C045,2024-03-17
S00530,C032,2025-03-08
S02847,C015,2024-08-26
S03132,C017,2024-12-22
S02889,C040,2025-06-19
S07192,C038,2025-03-08
S07641,C026,2024-07-30
S03802,C011,2025-03-16
S08066,C001,2025-05-28
S06943,C012,2024-08-26
S05310,C003,2024-05-31
S03374,C003,2024-10-14
S04528,C027,2025-07-26
S07460,C030,2025-10-22
S00828,C003,2025-06-01
S03978,C017,2024-10-06
S02959,C043,2024-03-19
S00879,C020,2024-09-14
S09553,C003,2024-07-22
S02770,C048,2025-02-03
S07420,C018,2024-05-23
S09486,C007,2024-08-04
S01209,C046,2023-12-14
S02738,C014,2025-06-12
S09798,C049,2024-02-23
S09439,C008,2025-08-26
S03899,C011,2024-06-21
S03216,C007,2025-05-03
S07816,C047,2025-07-29
S01940,C017,2024-01-22
S03721,C039,2024-02-13
S05955,C003,2025-05-06
S01746,C047,2025-01-16
S03873,C029,2025-03-24
S02940,C015,2024-09-20
S02122,C003,2024-02-05
S07835,C018,2025-11-13
S09547,C018,2025-03-04
S03149,C017,2024-03-08
S02533,C022,2024-09-15
S08727,C013,2024-01-27
S08721,C016,2025-10-29
S09868,C025,2024-01-14
S09935,C005,2025-03-13
S01717,C015,2025-08-15
S04174,C007,2025-07-01
S01340,C002,2025-07-20
S04912,C025,2024-07-07
S04733,C045,2025-07-23
S09002,C010,2024-07-01
S09584,C007,2025-11-16
S07886,C035,2025-08-16
S04841,C021,2023-12-10
S07776,C010,2024-08-28
S05913,C025,2023-12-07
S01509,C050,2025-01-21
S01965,C038,2025-11-18
S06297,C002,2024-12-31
S06737,C041,2023-12-05
S05146,C001,2025-09-22
S02613,C047,2024-12-01
S08412,C001,2025-10-18
S07832,C045,2024-08-08
S06046,C021,2024-02-15
S02625,C019,2023-12-15
S02413,C022,2024-12-24
S06926,C016,2023-12-08
S01572,C040,2025-03-31
S07488,C012,2025-11-03
S04748,C048,2025-03-22
S01934,C021,2024-10-13
S01129,C046,2025-04-06
S07465,C044,2024-12-07
S07928,C045,2025-06-17
S04984,C050,2024-06-12
S01254,C050,2025-01-29
S05910,C034,2025-05-05
S03060,C020,2024-09-15
S05436,C007,2024-05-05
S01371,C025,2025-10-22
S07260,C003,2025-02-18
S06380,C039,2024-01-20
S05393,C014,2025-10-17
S08405,C022,2025-02-10
S04356,C014,2024-09-13
S01450,C034,2025-01-10
S09105,C042,2024-03-29
S02364,C046,2025-04-30
S03217,C037,2024-11-01
S09611,C004,2024-10-18
S05628,C033,2025-04-20
S04432,C041,2024-02-29
S02503,C029,2023-12-15
S03665,C022,2024-04-01
S06756,C050,2025-02-10
S02902,C001,2024-03-15
S05066,C034,2025-06-27
S03974,C017,2024-08-17
S09030,C049,2024-04-24
S02079,C048,2025-01-15
S06978,C045,2025-10-16
S01444,C026,2024-01-27
S03314,C040,2024-12-18
S01641,C022,2025-07-19
S09357,C018,2025-04-25
S03340,C045,2024-08-23
S06824,C031,2025-11-10
S09491,C029,2025-02-18
S09454,C041,2023-12-16
S07126,C024,2025-10-28
S07952,C027,2025-02-09
S05300,C036,2025-06-23
S07936,C035,2024-05-29
S08629,C038,2024-06-08
S06668,C028,2025-02-12
S06974,C030,2025-10-30
S00712,C011,2024-06-19
S01285,C016,2025-03-16
S00596,C017,2024-02-12
S09147,C008,2025-12-03
S01610,C012,2025-10-05
S03146,C050,2024-05-19
S06564,C029,2024-05-23
S08172,C024,2024-12-09
S07674,C006,2024-01-10
S00017,C041,2024-05-11
S05656,C041,2024-10-31
S02862,C011,2024-03-07
S07171,C017,2024-04-27
S02069,C026,2025-04-02
S08459,C036,2024-12-11
S01287,C028,2024-06-14
S03358,C010,2025-02-21
S03763,C039,2024-09-15
S06497,C006,2024-03-11
S04875,C003,2025-10-13
S00302,C030,2025-05-28
S04290,C042,2023-12-16
S09519,C039,2024-07-30
S07962,C010,2024-07-16
S04987,C011,2024-11-30
S01725,C019,2025-10-12
S06115,C014,2025-05-20
S04478,C006,2025-03-18
S05714,C043,2025-05-03
S07677,C004,2025-01-31
S01241,C048,2025-11-29
S03986,C011,2025-06-09
S04248,C039,2025-04-01
S09486,C011,2025-02-13
S02590,C017,2025-11-08
S06722,C007,2024-01-02
S02690,C022,2025-01-30
S08957,C007,2025-07-08
S04757,C030,2024-11-13
S01560,C012,2025-11-25
S00348,C009,2024-05-12
S01653,C035,2024-04-30
S07928,C048,2024-09-01
S03461,C023,2024-08-06
S05454,C038,2023-12-09
S05833,C021,2024-08-27
S05857,C042,2025-01-02
S08041,C013,2025-04-13
S04422,C014,2024-01-08
S00197,C021,2024-11-25
S06724,C017,2024-03-21
S02572,C014,2025-09-10
S04869,C025,2024-05-11
S05287,C033,2025-04-18
S09756,C001,2024-12-22
S04985,C021,2024-07-14
S02901,C049,2025-02-05
S01185,C002,2024-12-23
S00573,C005,2025-09-08
S01619,C003,2025-11-20
S00011,C025,2025-11-20
S05762,C045,2025-05-09
S02461,C031,2024-03-05
S04633,C003,2024-12-01
S09786,C022,2024-10-25
S08818,C043,2024-01-03
S04181,C049,2024-09-14
S06415,C030,2024-10-11
S02393,C030,2024-09-22
S00154,C027,2025-07-05
S09549,C041,2024-01-28
S06861,C026,2024-07-15
S03949,C033,2025-10-06
S07147,C050,2025-04-14
S04829,C011,2024-11-09
S08902,C020,2025-04-06
S04741,C018,2025-08-13
S01353,C014,2024-02-27
S05410,C014,2024-08-05
S00057,C002,2024-01-09
S04155,C008,2024-09-16
S07915,C018,2025-09-10
S03974,C022,2024-08-21
S02266,C002,2025-03-20
S07006,C020,2024-06-24
S04772,C021,2025-09-28
S02716,C009,2024-10-27
S01824,C042,2024-01-04
S09891,C021,2025-07-29
S09355,C021,2025-02-04
S08229,C048,2024-01-28
S05318,C041,2025-10-29
S08289,C035,2024-08-06
S01753,C041,2025-10-14
S07653,C041,2025-11-24
S06835,C020,2023-12-11
S05121,C050,2025-09-24
S07250,C046,2025-01-05
S02300,C024,2024-04-02
S08585,C038,2024-02-04
S05114,C005,2024-05-02
S01885,C042,2025-07-27
S03553,C027,2024-03-18
S00699,C006,2024-12-31
S06225,C026,2024-10-10
S01113,C017,2025-10-25
S01069,C035,2025-03-03
S08259,C045,2024-09-05
S04580,C010,2024-10-12
S06606,C030,2024-10-10
S06585,C023,2024-09-13
S05836,C014,2024-03-04
S04790,C024,2025-06-16
S01386,C039,2024-11-12
S02511,C004,2025-06-17
S02594,C016,2024-01-25
S00262,C037,2024-07-09
S00526,C041,2025-04-17
S07412,C040,2024-04-26
S05215,C005,2024-11-16
S05119,C025,2025-06-11
S00093,C012,2024-11-29
S02577,C018,2024-11-11
S04055,C041,2024-10-20
S04498,C041,2025-10-22
S04656,C036,2025-06-09
S01546,C038,2025-03-23
S08851,C023,2025-03-11
S08771,C018,2023-12-06
S00051,C033,2025-09-22
S02281,C015,2025-01-18
S04959,C038,2025-02-12
S06000,C036,2024-03-19
S01687,C019,2025-11-19
S03065,C007,2025-06-11
S03374,C033,2024-01-25
S06683,C038,2024-11-17
S03790,C014,2025-06-13
S02042,C021,2024-11-21
S04301,C047,2025-05-18
S08504,C044,2025-05-06
S07104,C049,2025-02-07
S05974,C046,2025-03-05
S06348,C017,2025-01-27
S00312,C028,2025-01-12
S07222,C024,2025-09-17
S03739,C047,2025-01-23
S09267,C026,2025-10-31
S00503,C034,2024-09-06
S04244,C015,2024-10-05
S08077,C045,2025-08-15
S07658,C019,2024-03-16
S05360,C011,2024-12-23
S02449,C046,2025-04-01
S01140,C027,2024-10-30
S04947,C012,2024-03-18
S02539,C046,2025-03-08
S07027,C004,2024-08-29
S01552,C037,2025-04-04
S00345,C046,2025-10-26
S03008,C012,2025-01-03
S00998,C029,2025-02-15
S08378,C035,2024-01-16
S05940,C048,2024-10-22
S07313,C021,2024-06-05
S07210,C012,2025-01-10
S07819,C022,2024-04-19
S04686,C017,2025-10-02
S02807,C043,2025-06-06
S06718,C043,2025-01-19
S00898,C019,2025-08-01
S03523,C039,2025-10-11
S04171,C030,2024-04-01
S03839,C039,2024-02-09
S01983,C007,2024-07-13
S02471,C029,2024-09-11
S08740,C049,2025-11-21
S05203,C012,2025-01-07
S05618,C016,2024-12-16
S03074,C020,2024-07-16
S02551,C016,2024-07-05
S03182,C049,2025-03-16
S09480,C010,2024-11-11
S00444,C021,2024-06-23
S04174,C031,2024-09-11
S04149,C007,2024-09-25
S01421,C020,2024-09-10
S07766,C036,2025-08-27
S09133,C010,2024-04-05
S06880,C025,2024-02-04
S08781,C019,2025-02-14
S02431,C010,2024-10-28
S02254,C026,2024-01-17
S08087,C041,2024-10-30
S06934,C020,2024-11-10
S02422,C002,2024-03-31
S01369,C003,2025-10-19
S08470,C033,2024-01-26
S04889,C011,2024-05-09
S07138,C031,2025-03-07
S09902,C045,2024-07-11
S05064,C003,2024-01-26
S04735,C038,2025-05-05
S04745,C037,2024-11-06
S07427,C001,2023-12-21
S07147,C039,2024-03-14
S09944,C039,2025-06-10
S08602,C050,2025-01-19
S08403,C012,2024-07-27
S03846,C026,2025-11-27
S02285,C031,2025-08-23
S09272,C018,2024-10-02
S08307,C035,2025-01-10
S03079,C013,2025-04-07
S04315,C038,2025-09-24
S04860,C044,2025-03-02
S03667,C022,2025-04-24
S09424,C022,2024-07-14
S06662,C018,2023-12-09
S03999,C008,2025-11-25
S05589,C038,2024-07-28
S05882,C043,2024-07-08
S04406,C047,2024-08-10
S00980,C001,2024-12-31
S05898,C037,2024-03-03
S07897,C021,2024-02-21
S08891,C007,2025-02-14
S04291,C003,2024-10-24
S02845,C045,2025-07-28
S03247,C035,2024-07-14
S05004,C014,2024-10-10
S03212,C019,2024-02-16
S09419,C043,2025-07-27
S00164,C040,2024-08-24
S02678,C005,2025-04-09
S00037,C011,2025-04-07
S06930,C003,2025-09-28
S06319,C011,2024-05-17
S09360,C035,2024-08-21
S02825,C030,2025-06-10
S09268,C040,2024-05-07
S05288,C006,2025-10-06
S00726,C021,2025-01-08
S04138,C015,2024-12-23
S01184,C018,2025-05-23
S09587,C011,2025-06-29
S00347,C049,2025-07-25
S00745,C008,2024-10-15
S05771,C022,2025-07-23
S09769,C045,2025-09-11
S05053,C017,2025-05-24
S04137,C011,2025-04-04
S09185,C012,2024-11-10
S02938,C037,2024-05-10
S07203,C048,2023-12-30
S06615,C036,2024-02-01
S02738,C040,2025-10-13
S06054,C029,2024-11-27
S04219,C019,2024-04-11
S06229,C035,2024-05-29
S05441,C006,2025-01-10
S07728,C046,2025-03-25
S07333,C015,2025-07-18
S09131,C028,2025-03-20
S02119,C042,2025-11-09
S09695,C031,2024-08-27
S07974,C008,2024-03-09
S01430,C031,2024-10-25
S07715,C042,2024-02-27
S07854,C039,2024-03-22
S06954,C002,2024-10-19
S05606,C030,2025-04-02
S00608,C002,2025-08-09
S03844,C020,2025-03-20
S03678,C016,2024-02-24
S04202,C046,2025-02-04
S03768,C048,2024-02-11
S08239,C023,2024-07-04
S03315,C026,2025-04-04
S05284,C035,2025-06-07
S08800,C014,2025-08-20
S01258,C011,2024-11-15
S03714,C048,2023-12-19
S09390,C020,2024-11-19
S03759,C005,2025-04-23
S06604,C040,2025-10-10
S02813,C025,2024-07-09
S09257,C015,2024-10-12
S05059,C050,2025-08-27
S08130,C015,2024-11-21
S00923,C030,2024-01-16
S02597,C028,2024-05-07
S03222,C046,2025-08-23
S06080,C032,2024-04-12
S03587,C045,2024-05-30
S00349,C012,2025-06-07
S02682,C049,2025-05-30
S04077,C049,2024-10-10
S07215,C022,2024-06-14
S03433,C040,2024-01-10
S02071,C007,2025-04-10
S01918,C034,2024-08-15
S09932,C048,2025-01-08
S01444,C019,2025-09-12
S00338,C030,2023-12-18
S00454,C024,2025-06-20
S03302,C027,2024-05-31
S05392,C015,2025-01-12
S03644,C044,2025-11-08
S04185,C039,2024-10-30
S08432,C007,2025-11-28
S07840,C009,2024-06-13
S00934,C032,2024-02-05
S01714,C046,2024-01-12
S05228,C001,2025-05-25
S04653,C036,2025-04-16
S01607,C017,2025-07-21
S07950,C002,2025-04-24
S00249,C042,2025-08-11
S08958,C016,2025-04-17
S09245,C025,2024-01-20
S02890,C013,2024-03-28
S08112,C026,2024-12-02
S04362,C047,2025-04-06
S07263,C034,2024-06-29
S05021,C015,2024-10-22
S09884,C050,2025-09-25
S02145,C050,2024-06-26
S01584,C030,2025-08-24
S02010,C039,2025-08-21
S03054,C046,2024-03-12
S01906,C045,2024-11-21
S05707,C001,2024-09-11
S09260,C026,2024-11-10
S05793,C033,2024-06-28
S00211,C016,2025-10-05
S00121,C010,2024-11-17
S04078,C017,2024-03-18
S08997,C042,2024-03-22
S02945,C049,2024-05-21
S00689,C034,2024-05-25
S09850,C049,2025-04-14
S07330,C009,2024-12-15
S00693,C023,2024-12-28
S09459,C038,2025-09-29
S07762,C045,2024-08-28
S02677,C011,2024-03-03
S00263,C037,2025-10-02
S02136,C017,2024-10-27
S07063,C016,2024-11-16
S00590,C036,2025-02-15
S02701,C010,2024-03-29
S04632,C031,2025-05-28
S04362,C007,2024-01-23
S07157,C031,2025-10-15
S06563,C027,2024-02-16
S05796,C038,2025-04-03
S01012,C010,2025-11-15
S07694,C006,2024-06-22
S05102,C050,2025-02-16
S06405,C017,2025-08-07
S00020,C031,2024-01-28
S02544,C002,2024-09-30
S00551,C047,2024-06-01
S07360,C046,2025-07-07
S03111,C044,2023-12-29
S06030,C030,2024-04-14
S01666,C035,2025-02-05
S04259,C034,2025-05-08
S08265,C040,2024-10-26
S02021,C007,2024-05-29
S03289,C036,2025-10-02
S05615,C011,2025-06-06
S04238,C028,2025-04-12
S09003,C047,2024-07-16
S00466,C050,2024-09-08
S04124,C019,2025-08-18
S08671,C013,2024-09-14
S04517,C009,2025-11-06
S01829,C028,2024-12-12
S03385,C036,2024-10-17
S05176,C007,2024-03-27
S06758,C036,2024-10-25
S08592,C041,2025-05-12
S08190,C049,2024-09-15
S06017,C032,2024-04-01
S06542,C021,2024-05-21
S01189,C004,2024-09-24
S08107,C040,2025-10-17
S04315,C005,2025-06-14
S02590,C002,2023-12-26
S00083,C035,2024-07-22
S01721,C008,2024-10-09
S09477,C044,2025-05-23
S09736,C001,2025-01-25
S07705,C029,2024-09-07
S00484,C005,2024-11-12
S04800,C023,2023-12-21
S02349,C024,2024-07-06
S07439,C005,2024-08-27
S06594,C001,2025-06-15
S05031,C023,2024-01-31
S04658,C002,2024-08-04
S03372,C009,2025-06-07
S08790,C036,2025-06-28
S01154,C031,2024-11-24
S09874,C033,2025-03-11
S06420,C048,2024-03-10
S00163,C024,2024-02-27
S05875,C011,2025-02-25
S06279,C044,2024-04-27
S02474,C008,2023-12-24
S03716,C042,2025-04-06
S00067,C039,2024-12-25
S09115,C005,2025-11-03
S07825,C006,2024-04-28
S08001,C019,2024-07-24
S04087,C043,2025-06-16
S09280,C026,2025-02-03
S07398,C011,2025-08-30
S01335,C040,2025-03-26
S00633,C036,2024-10-24
S04196,C011,2023-12-15
S01646,C027,2024-07-14
S09174,C049,2024-05-03
S02109,C012,2025-04-09
S08609,C035,2024-03-01
S06316,C028,2025-09-15
S07281,C004,2025-09-02
S06623,C046,2024-06-28
S09191,C012,2024-10-06
S02078,C031,2025-07-02
S04648,C033,2024-09-08
S01255,C040,2025-09-23
S05898,C043,2025-05-12
S02658,C042,2025-08-30
S08084,C040,2024-07-02
S02152,C047,2024-01-24
S02577,C009,2025-05-28
S05448,C006,2024-09-13
S06710,C033,2024-01-06
S05050,C029,2024-11-05
S09992,C008,2024-03-10
S06825,C031,2024-12-25
S07279,C042,2025-12-04
S03734,C050,2025-10-31
S02290,C019,2023-12-23
S00990,C023,2024-03-16
S01232,C033,2024-02-17
S08991,C040,2025-02-21
S06449,C035,2025-07-26
S03243,C034,2025-01-15
S01008,C022,2025-09-10
S02917,C044,2025-10-15
S09610,C028,2024-07-18
S05255,C049,2025-09-03
S04666,C021,2024-05-01
S02119,C016,2024-05-16
S03209,C019,2024-07-25
S06443,C009,2025-05-10
S03011,C001,2024-02-20
S09623,C039,2025-02-27
S06759,C048,2024-01-26
S01046,C037,2025-10-05
S03358,C016,2024-09-19
S01886,C025,2025-11-14
S09093,C036,2025-01-10
S01063,C010,2024-08-04
S01531,C034,2025-04-28
S01079,C019,2025-01-16
S01247,C028,2023-12-27
S09211,C044,2025-09-26
S09509,C035,2025-12-04
S07129,C049,2025-05-14
S01777,C020,2024-07-31
S00871,C031,2025-06-15
S02704,C013,2025-03-24
S04383,C015,2025-11-27
S09515,C035,2025-06-08
S01854,C027,2025-07-01
S04694,C008,2023-12-10
S03934,C013,2024-12-28
S06692,C033,2025-08-21
S09979,C025,2024-01-02
S06983,C038,2024-06-21
S09933,C011,2025-05-10
S05183,C038,2025-01-06
S08191,C002,2025-10-29
S03893,C032,2024-03-14
S02323,C039,2025-02-20
S08099,C004,2024-03-08
S07158,C019,2025-05-09
S09679,C049,2025-04-19
S04266,C022,2024-08-17
S05665,C011,2025-01-17
S04197,C012,2025-09-13
S07755,C028,2025-06-16
S00375,C022,2025-11-15
S06770,C028,2025-03-24
S02469,C049,2024-04-28
S06071,C010,2024-03-02
S01620,C046,2024-08-28
S09409,C017,2024-06-13
S04406,C045,2025-05-20
S07517,C004,2023-12-14
S04445,C024,2025-01-25
S02505,C022,2025-10-17
S01084,C035,2025-12-01
S06529,C050,2025-03-16
S02654,C002,2025-09-30
S07234,C026,2025-02-04
S06461,C029,2025-04-09
S09338,C026,2024-02-18
S08544,C012,2025-04-03
S07245,C018,2025-04-16
S00447,C030,2024-02-24
S08304,C037,2024-12-28
S06563,C016,2024-03-26
S04632,C020,2024-07-02
S05918,C016,2025-04-23
S08700,C002,2024-06-25
S03841,C024,2024-04-02
S03999,C044,2025-04-26
S04521,C031,2024-07-13
S08848,C023,2025-06-10
S05711,C048,2025-02-12
S02611,C004,2025-03-28
S01626,C008,2025-11-24
S01531,C014,2024-07-23
S07751,C028,2025-04-24
S00415,C006,2024-01-13
S04523,C003,2025-10-17
S04726,C008,2024-07-03
S06266,C018,2024-02-09
S08785,C016,2025-04-11
S03649,C023,2024-02-14
S00119,C022,2024-04-23
S09724,C009,2025-09-09
S00970,C009,2024-12-27
S08333,C011,2024-09-14
S03656,C007,2024-12-21
S03023,C007,2025-10-11
S07477,C030,2025-09-02
S00948,C010,2024-08-15
S03578,C026,2024-07-03
S07798,C025,2025-03-04
S05198,C022,2024-09-01
S04893,C030,2024-07-30
S00063,C029,2024-01-06
S00259,C003,2025-11-12
S07678,C023,2025-03-13
S04925,C016,2025-05-18
S04385,C037,2025-06-21
S04759,C006,2025-11-15
S02813,C043,2024-05-14
S06413,C022,2025-03-04
S09915,C047,2024-09-25
S00137,C007,2024-10-05
S03681,C013,2024-11-02
S07360,C005,2024-12-13
S01321,C033,2025-04-12
S04199,C008,2024-07-02
S00678,C031,2024-02-09
S04901,C047,2024-02-09
S02019,C046,2025-02-27
S06170,C028,2024-02-25
S07604,C009,2024-01-06
S03750,C031,2025-08-03
S09422,C037,2024-03-21
S07672,C038,2024-03-12
S01701,C036,2025-05-16
S06609,C010,2023-12-16
S03512,C036,2025-11-01
S06497,C008,2025-07-27
S03862,C010,2024-04-03
S03030,C031,2024-12-30
S08017,C012,2025-04-18
S01858,C038,2024-08-26
S03307,C046,2024-06-03
S02157,C050,2024-09-22
S04100,C044,2024-01-31
S06913,C027,2023-12-26
S04093,C039,2025-09-17
S01138,C022,2024-11-17
S08770,C023,2025-02-03
S06557,C038,2024-12-22
S00335,C011,2024-11-29
S04156,C025,2025-03-02
S01144,C002,2025-11-18
S04717,C019,2023-12-25
S03421,C002,2023-12-11
