student_id,course_id,date
S761,C033,2025-10-25
S598,C013,2025-04-17
S333,C041,2025-10-01
S202,C002,2024-03-15
S484,C025,2025-06-25
S403,C043,2024-05-06
S450,C021,
S666,C015,2025-08-17
S524,C027,2024-09-02
S160,C034,2025-03-29
S593,C037,2025-02-13
S851,C048,2024-09-02
S688,C047,2024-11-20
S589,C010,2025-06-25
S385,C002,2024-11-25
S530,C036,2025-07-11
S017,C014,2024-05-31
S557,C021,
S896,C041,2025-02-04
S183,C003,2024-12-30
S388,C017,2025-11-07
S467,C006,2025-06-13
S378,C020,2023-12-12
S563,C013,2025-11-13
S977,C009,2024-06-30
S603,C050,2024-03-25
S569,C030,2024-06-10
S456,C045,2024-01-30
S839,C047,2024-08-16
S557,C004,2025-09-02
S371,C032,2024-12-06
S092,C001,2024-04-28
S066,C004,2025-09-01
S047,C002,2025-12-02
S588,C020,2025-01-25
S298,C041,2024-07-21
S005,C001,2025-01-21
S370,C050,2025-09-27
S644,C003,2025-05-09
S386,C027,2024-08-20
S838,C049,2025-03-31
S606,C014,2025-11-18
S137,C005,2024-10-17
S320,C033,2025-08-13
S558,C011,2024-10-17
S517,C024,2024-03-30
S531,C030,2025-09-13
S468,C001,2024-08-06
S705,C007,
S882,C048,2025-04-24
S862,C029,2024-01-30
S991,C025,2025-05-01
S247,C002,2025-03-25
S462,C003,2025-01-04
S501,C029,2024-04-12
S337,C025,2024-06-03
S073,C017,2024-11-10
S195,C012,2025-07-18
S416,C004,2025-02-15
S304,C011,2025-04-08
S521,C006,2024-10-02
S141,C021,2025-08-20
S374,C047,2025-07-27
S846,C029,2025-11-16
S943,C030,2025-09-07
S584,C020,2025-08-01
S418,C048,2025-04-05
S258,C044,2025-02-12
S585,C009,2025-05-26
S561,C009,2025-11-06
S384,C033,2025-05-25
S053,C020,2024-11-07
S992,C037,2025-03-11
S544,C048,2024-05-22
S474,C027,2025-10-23
S714,C050,2025-10-26
S040,C010,
S584,C028,2024-03-12
S334,C027,2025-05-27
S645,C008,2025-11-03
S204,C040,2024-03-13
S133,C007,2025-04-10
S972,C004,2025-01-20
S194,C033,2024-12-24
S677,C020,2024-05-25
S734,C011,2025-07-16
S368,C016,2024-02-25
S292,C006,2025-09-21
S401,C050,2025-01-09
S616,C008,2024-11-19
S674,C025,2025-02-02
S018,C014,2025-05-30
S628,C005,2025-01-24
S955,C037,2025-02-26
S629,C036,2024-11-12
S135,C012,2024-03-01
S259,C035,2024-01-24
S264,C025,2024-08-20
S377,C037,2024-01-10
S483,C028,2024-08-06
S145,C047,2024-06-11
S653,C026,2025-04-01
S673,C025,2025-04-09
S569,C024,2025-08-09
S275,C050,2024-06-01
S419,C005,2025-01-30
S258,C010,2025-05-31
S444,C041,2025-10-28
S009,C024,2024-08-18
S924,C049,2024-01-29
S755,C044,
S279,C028,2025-02-05
S986,C017,
S968,C050,2024-07-21
S114,C019,2024-06-06
S150,C029,2024-05-24
S125,C006,2024-10-30
S143,C024,2023-12-05
S125,C032,2024-06-26
S246,C029,2024-07-10
S146,C005,2025-08-18
S575,C016,2024-05-04
S049,C017,2024-03-17
S833,C006,2024-09-14
S731,C017,2025-06-07
S143,C012,2024-09-28
S686,C017,
S029,C047,2025-10-14
S732,C017,2024-06-14
S789,C013,2025-04-09
S097,C007,
S895,C050,
S106,C031,2024-03-13
S987,C017,2025-06-01
S230,C009,2024-07-20
S309,C043,2024-03-19
S269,C041,2024-03-23
S923,C049,2024-10-31
S178,C044,2024-04-24
S344,C030,2025-08-28
S055,C004,2024-07-19
S303,C013,2024-09-20
S322,C006,2025-06-06
S924,C006,2024-08-23
S518,C009,2025-01-27
S341,C005,2025-09-07
S722,C027,2023-12-30
S048,C014,2024-01-03
S182,C006,2025-11-24
S715,C042,2025-08-06
S331,C031,2024-07-18
S681,C008,2024-05-20
S821,C010,2025-08-19
S333,C016,2025-09-05
S780,C032,2024-03-12
S503,C045,2023-12-21
S572,C043,2024-03-10
S543,C020,2024-07-11
S409,C046,2024-11-05
S143,C036,2025-07-27
S550,C027,2024-10-07
S122,C006,2025-11-27
S916,C027,2025-01-04
S425,C038,2024-01-01
S304,C038,2025-07-21
S511,C010,2024-01-24
S195,C003,2025-02-14
S420,C018,2024-03-19
S037,C004,2025-11-07
S453,C035,2025-05-07
S168,C043,2024-05-20
S174,C005,2024-05-31
S052,C037,2024-04-26
S037,C005,2024-01-08
S672,C045,2025-09-29
S936,C038,
S708,C045,2025-06-13
S984,C030,2025-09-11
S416,C031,2025-08-14
S536,C029,2025-01-20
S595,C041,2024-12-28
S078,C027,2024-08-23
S137,C013,2025-01-06
S278,C031,2025-03-25
S082,C014,2024-04-10
S168,C046,2025-10-14
S847,C028,2025-07-30
S201,C042,2025-08-12
S130,C022,2024-09-22
S705,C041,2025-11-17
S861,C025,2025-12-03
S386,C005,2025-03-21
S684,C034,2024-03-14
S165,C005,2024-07-24
S832,C027,2025-03-24
S171,C047,2023-12-19
S615,C004,2024-02-02
S743,C041,2025-07-15
S289,C032,2024-10-10
S588,C018,2025-01-21
S670,C028,2024-04-26
S940,C035,2024-11-10
S136,C045,2025-09-21
S766,C046,2024-06-09
S333,C038,2025-01-26
S1000,C046,2025-01-13
S617,C010,2024-06-29
S609,C046,2024-06-02
S786,C018,2024-04-02
S117,C021,2024-03-10
S301,C028,2025-08-16
S063,C025,2025-08-13
S365,C030,2025-11-30
S447,C024,
S623,C050,2025-11-26
S962,C047,2024-03-11
S303,C030,2025-10-01
S163,C009,2024-08-15
S492,C026,2025-11-02
S565,C031,2024-05-23
S475,C049,2025-02-11
S680,C013,
S575,C025,2024-08-26
S269,C039,2025-04-08
S802,C017,2025-04-14
S313,C011,
S419,C047,2024-08-06
S670,C047,2025-07-23
S697,C046,2025-02-13
S754,C019,2025-03-08
S322,C029,2025-04-23
S283,C012,2023-12-20
S794,C043,2024-02-05
S653,C022,2025-08-03
S769,C006,2024-05-19
S313,C037,2025-05-25
S663,C034,2025-11-03
S629,C011,2024-11-23
S725,C004,
S471,C027,2024-03-15
S860,C016,2024-04-26
S236,C006,2025-02-03
S994,C034,2025-07-23
S845,C046,
S440,C009,2024-08-25
S567,C023,2024-02-16
S606,C031,2024-06-11
S580,C029,2024-11-24
S525,C024,2025-04-28
S173,C036,2025-04-02
S566,C013,2024-09-24
S151,C029,2025-02-23
S148,C013,2023-12-19
S587,C007,2025-05-29
S278,C047,2025-07-08
S836,C043,2024-06-26
S146,C035,2024-03-28
S058,C014,2025-07-03
S724,C007,2025-06-30
S191,C018,2024-08-30
S070,C023,2024-05-24
S842,C045,2024-02-22
S376,C019,2024-12-03
S585,C008,2024-04-27
S480,C006,2025-06-01
S165,C024,2024-03-03
S181,C008,2025-12-01
S133,C015,2025-08-08
S599,C034,2024-10-06
S662,C011,2024-07-01
S146,C004,2024-03-10
S062,C043,2024-11-15
S582,C043,2025-01-23
S694,C030,2025-05-19
S923,C032,2024-03-09
S857,C037,2025-08-03
S826,C036,2025-08-28
S395,C043,2023-12-23
S092,C007,2025-03-02
S838,C044,2024-09-22
S920,C047,2025-08-15
S226,C044,2025-11-19
S389,C022,2024-09-25
S603,C004,2025-08-26
S058,C018,2025-06-13
S007,C042,2025-01-24
S702,C004,2024-01-10
S076,C036,2025-01-08
S961,C012,2025-08-02
S905,C039,2024-12-04
S051,C027,2025-07-12
S148,C012,2024-01-22
S834,C001,2025-07-03
S933,C036,2025-01-22
S452,C037,2024-12-22
S549,C040,2024-01-20
S467,C035,2024-12-22
S473,C048,2025-07-04
S708,C032,2024-09-02
S783,C047,2025-02-20
S781,C026,2025-10-12
S542,C008,2024-03-10
S993,C048,2025-09-14
S876,C016,2024-05-10
S023,C047,2023-12-12
S931,C024,2024-07-17
S929,C003,2024-03-30
S919,C002,2024-02-19
S401,C043,2025-03-24
S590,C041,2025-05-06
S645,C018,2025-09-01
S910,C044,2024-07-13
S814,C013,2025-11-21
S807,C005,2025-05-08
S482,C040,2025-06-18
S601,C044,2024-05-17
S505,C005,2024-08-03
S848,C034,2024-04-01
S805,C046,2025-11-30
S203,C010,2025-08-03
S177,C028,2025-10-16
S328,C035,2024-12-04
S209,C019,2025-05-26
S206,C006,2024-09-01
S691,C009,2025-02-27
S336,C031,2024-09-18
S669,C021,2024-10-03
S564,C016,
S328,C037,2024-06-11
S709,C020,2024-01-20
S624,C019,2025-01-09
S159,C044,2024-03-10
S264,C027,2024-07-16
S752,C040,2025-09-30
S228,C049,2025-09-06
S008,C049,2024-01-15
S277,C038,2024-03-27
S292,C005,2024-03-13
S336,C001,2024-08-21
S042,C041,2024-02-27
S692,C039,
S059,C016,2025-01-20
S016,C013,2025-02-15
S820,C025,2024-05-05
S073,C026,2024-11-30
S974,C016,
S835,C012,2024-12-09
S126,C023,2025-06-22
S297,C027,2025-01-01
S849,C010,2023-12-21
S940,C009,2024-01-19
S745,C018,2024-12-19
S733,C021,2024-09-22
S387,C046,2024-01-18
S612,C046,2024-02-10
S190,C049,2024-01-03
S466,C020,2024-12-20
S367,C002,
S084,C015,2025-03-21
S225,C016,2024-09-13
S162,C019,2025-01-24
S702,C032,2025-12-01
S633,C031,2024-02-18
S319,C039,2025-05-05
S241,C030,2025-11-08
S715,C013,2025-07-26
S541,C045,2025-08-29
S849,C018,2025-09-06
S683,C012,2025-10-13
S187,C046,2025-03-15
S057,C019,2025-02-18
S371,C039,2025-11-09
S385,C037,2024-03-09
S471,C038,2024-01-10
S865,C027,2024-11-08
S769,C049,2024-06-17
S434,C045,2025-01-01
S900,C016,2024-02-20
S539,C016,2025-07-15
S315,C033,2024-09-30
S631,C024,2024-07-04
S890,C030,2024-01-29
S660,C019,2024-02-22
S328,C050,2024-11-05
S211,C034,2024-08-21
S986,C016,2024-05-31
S788,C028,2024-04-01
S322,C029,2024-12-09
S602,C022,2025-01-24
S521,C029,2025-04-11
S483,C029,2025-04-23
S705,C022,
S715,C034,2024-10-11
S070,C008,2025-09-01
S270,C035,2025-09-11
S590,C011,2024-10-12
S050,C014,2024-01-04
S422,C020,2024-12-20
S516,C042,2024-08-31
S459,C017,
S601,C019,2025-09-09
S637,C041,2024-10-26
S506,C035,2025-05-03
S023,C022,2025-11-30
S392,C035,2024-07-16
S342,C014,2025-02-23
S907,C013,
S493,C013,2024-11-27
S725,C017,2024-10-03
S376,C012,2025-09-18
S269,C049,2024-06-14
S885,C029,2025-03-03
S256,C024,2025-06-11
S434,C005,2024-12-31
S962,C050,2024-03-29
S870,C006,2025-05-16
S832,C042,2023-12-10
S158,C016,2025-07-27
S634,C019,2025-05-06
S564,C025,2025-05-07
S900,C037,2024-12-25
S691,C009,2025-07-23
S014,C013,2024-07-09
S070,C044,2025-03-14
S369,C044,2023-12-11
S311,C015,2024-02-28
S080,C040,
S888,C002,2024-06-20
S315,C048,2025-01-04
S545,C029,2025-10-18
S250,C008,2024-10-19
S540,C021,
S288,C023,2024-05-11
S648,C026,2024-07-06
S550,C048,2024-11-19
S537,C042,2025-02-08
S428,C018,2025-08-29
S150,C041,2024-06-20
S883,C004,2025-09-18
S389,C046,2025-11-09
S040,C049,2025-01-06
S655,C043,2024-10-20
S137,C031,2025-08-22
S473,C045,2024-08-15
S365,C011,2024-02-01
S036,C019,2024-12-03
S437,C009,2025-11-13
S190,C038,2024-06-24
S765,C012,2024-07-02
S671,C008,2025-08-31
S320,C001,2024-08-25
S038,C046,
S177,C036,2025-02-18
S201,C010,2024-09-12
S132,C010,2025-08-14
S288,C038,2025-04-17
S347,C039,2025-04-20
S487,C037,2024-01-28
S033,C043,2025-07-19
S001,C021,2024-11-09
S913,C040,2024-07-11
S051,C001,2024-07-13
S731,C044,2025-05-11
S645,C003,2024-08-03
S560,C047,2024-02-13
S538,C034,2025-07-03
S063,C038,2024-06-13
S944,C041,2025-07-23
S193,C026,2025-08-09
S383,C028,2024-08-21
S225,C010,2024-02-15
S236,C025,2024-07-21
S362,C032,2024-08-07
S966,C016,2024-12-26
S526,C041,2025-01-08
S243,C034,2024-10-23
S671,C001,2024-01-12
S755,C008,2024-09-27
S280,C010,2024-06-01
S568,C008,2025-01-28
S699,C028,2024-11-23
S461,C025,2025-08-05
S277,C042,2025-06-28
S661,C024,2024-09-21
S806,C047,
S160,C014,2024-08-11
S306,C043,2024-08-31
S314,C025,2024-01-04
S553,C029,2025-05-07
S647,C010,2025-10-23
S449,C019,2024-08-03
S932,C036,2024-04-07
S596,C045,2024-09-01
S527,C040,2024-08-10
S137,C004,2025-10-17
S245,C027,2025-10-17
S796,C002,2024-05-09
S418,C037,2025-04-14
S929,C043,2024-09-11
S906,C004,2025-04-16
S819,C002,2025-10-26
S855,C033,2025-10-19
S152,C027,2024-04-13
S266,C047,2025-08-22
S779,C013,2024-11-01
S541,C010,2025-08-16
S088,C039,2024-10-01
S898,C012,2025-03-29
S331,C031,2025-01-23
S987,C020,2025-05-18
S404,C048,2025-02-04
S732,C035,2025-02-08
S319,C035,2024-07-18
S132,C039,2025-06-13
S668,C031,2025-02-11
S681,C019,2025-05-10
S132,C046,2025-10-08
S794,C046,2025-11-07
S440,C011,2025-03-07
S878,C044,2025-10-31
S597,C018,2025-08-24
S875,C050,2025-06-07
S028,C039,2025-11-12
S166,C029,2025-11-12
S305,C042,2025-08-08
S261,C014,2025-03-15
S248,C004,2025-01-15
S880,C001,2024-07-19
S657,C032,2024-09-28
S378,C007,2025-04-10
S079,C010,2024-10-01
S306,C007,2024-12-08
S573,C003,2024-12-04
S748,C016,2025-09-01
S009,C032,2024-01-06
S477,C023,2025-06-26
S212,C024,2025-08-31
S574,C030,2023-12-16
S988,C044,2024-11-11
S144,C015,2024-09-12
S016,C050,2025-10-18
S598,C034,2023-12-09
S249,C016,2024-03-14
S562,C007,2025-04-04
S757,C007,2024-01-25
S589,C021,2024-05-02
S724,C009,2024-02-07
S248,C013,2025-10-13
S340,C010,2024-10-02
S750,C028,2024-05-03
S093,C009,2025-07-01
S874,C042,2023-12-29
S956,C036,2024-05-17
S938,C033,2025-08-05
S201,C001,2025-10-22
S634,C040,2025-11-20
S933,C040,2024-07-05
S455,C007,2025-07-01
S990,C042,2024-09-08
S210,C013,2025-06-30
S684,C012,2025-02-20
S853,C049,2024-04-02
S133,C029,
S432,C040,2025-07-03
S816,C016,2025-04-18
S078,C034,2025-07-28
S919,C014,2025-09-27
S321,C036,2024-12-27
S221,C013,2024-10-25
S115,C034,2024-05-12
S521,C014,2025-05-11
S891,C029,2024-11-17
S089,C010,2025-02-18
S868,C029,2025-03-20
S132,C028,2025-09-30
S986,C043,2024-01-18
S590,C042,2024-11-21
S313,C008,2024-05-03
S556,C045,
S039,C024,2025-02-15
S088,C038,2024-01-12
S465,C037,2023-12-30
S733,C009,2024-06-06
S313,C036,2025-05-11
S272,C039,2024-11-18
S320,C015,2025-05-23
S517,C008,2024-10-25
S426,C005,2024-01-22
S002,C029,
S863,C012,2024-11-14
S366,C032,2024-03-04
S915,C014,2025-11-01
S516,C017,2025-10-27
S451,C041,2025-03-07
S406,C017,2024-06-21
S697,C019,2024-06-15
S617,C018,
S674,C033,2024-01-08
S889,C014,2023-12-24
S485,C001,2024-05-23
S506,C016,2025-01-21
S293,C026,2025-10-08
S983,C031,2024-12-03
S074,C005,2025-09-22
S559,C046,2024-04-17
S599,C017,2024-10-13
S762,C041,2025-04-03
S160,C017,2025-05-09
S369,C039,2024-12-04
S614,C041,2024-03-11
S692,C039,2025-03-01
S060,C020,2025-08-12
S172,C021,2025-05-21
S219,C006,2025-11-11
S763,C024,2025-06-22
S076,C003,
S862,C036,2025-08-09
S855,C030,2024-06-24
S772,C038,2025-07-30
S778,C005,2024-03-07
S907,C037,2024-07-17
S290,C032,2024-07-21
S318,C006,2025-11-22
S133,C048,2025-01-18
S313,C042,2024-07-03
S818,C008,2025-08-18
S974,C025,2024-11-06
S339,C011,2025-01-22
S007,C028,2025-08-21
S181,C023,2023-12-22
S512,C007,2024-05-16
S903,C018,
S464,C013,2025-04-22
S089,C024,2024-02-20
S547,C007,2024-03-14
S126,C018,2025-04-16
S079,C038,2024-03-15
S135,C006,2025-04-22
S735,C006,2024-05-27
S895,C010,2025-06-17
S603,C016,2023-12-14
S934,C021,2024-12-07
S390,C030,2024-01-18
S762,C010,2023-12-09
S737,C013,2024-08-16
S331,C039,2024-04-10
S159,C040,2024-01-20
S951,C041,
S586,C041,2025-07-12
S408,C006,2024-03-17
S413,C042,2025-06-28
S111,C021,2024-01-07
S478,C048,2025-01-17
S444,C019,2025-09-28
S111,C020,2024-08-30
S100,C029,2025-09-07
S153,C049,2025-04-21
S064,C003,2025-11-25
S391,C015,2025-07-14
S263,C024,2024-11-22
S984,C016,2024-09-23
S263,C039,2024-12-12
S650,C041,2025-10-02
S216,C017,2024-01-20
S378,C015,2024-02-16
S602,C021,2025-08-01
S425,C012,2024-09-26
S084,C005,
S211,C039,2025-06-09
S961,C027,2025-03-07
S010,C021,2024-11-16
S097,C016,2025-08-01
S552,C017,2025-07-14
S198,C044,2024-09-30
S864,C003,
S537,C045,2024-12-24
S709,C035,2024-10-08
S515,C044,2025-09-16
S559,C028,2025-04-07
S255,C040,2024-07-03
S955,C043,2025-05-16
S215,C035,2025-09-25
S516,C038,2024-10-19
S651,C004,2024-11-27
S646,C029,
S087,C019,2025-02-02
S687,C040,2024-05-16
S230,C031,
S893,C026,2024-02-12
S391,C048,2025-11-23
S888,C022,2025-07-30
S588,C027,2025-02-18
S353,C003,2024-12-05
S356,C027,2025-10-22
S944,C027,2025-10-31
S498,C046,2024-03-23
S640,C038,
S882,C035,2025-11-16
S098,C012,2024-07-24
S458,C031,2024-03-12
S116,C039,2024-01-16
S739,C016,2024-04-09
S678,C050,2024-12-10
S889,C006,2024-03-16
S693,C037,2024-09-01
S757,C006,2025-11-06
S478,C047,2025-05-13
S233,C008,2024-02-14
S621,C037,2024-03-18
S021,C031,2025-09-12
S102,C018,
S558,C008,2025-03-26
S813,C004,2025-12-01
S729,C024,2024-01-26
S460,C049,2025-07-08
S871,C039,2024-01-26
S727,C006,
S227,C031,2024-08-13
S745,C047,2024-10-23
S946,C041,2024-05-21
S592,C040,2025-04-19
S374,C028,2024-09-23
S202,C036,2024-08-22
S913,C003,2024-03-09
S198,C012,2024-07-17
S197,C034,2024-12-31
S558,C034,2024-05-03
S993,C026,
S615,C037,2025-03-28
S309,C014,2024-11-26
S624,C004,2024-09-08
S287,C032,2024-09-06
S766,C006,2025-06-30
S546,C008,2024-09-04
S387,C026,2025-11-12
S905,C050,2025-06-15
S937,C010,2024-05-15
S360,C013,2025-07-09
S120,C027,2024-07-30
S386,C045,2024-08-10
S702,C015,2025-09-09
S325,C042,2024-07-12
S206,C002,2024-03-30
S186,C010,2024-05-01
S282,C044,2024-03-05
S837,C003,
S269,C014,2024-11-06
S994,C012,2025-04-08
S563,C048,2024-03-01
S1000,C027,2024-03-24
S637,C046,2024-02-07
S136,C003,2024-01-04
S178,C036,2025-02-28
S438,C036,2024-01-25
S630,C050,2024-11-09
S255,C043,2025-01-22
S950,C013,2024-09-16
S128,C002,2024-07-11
S899,C012,2024-03-26
S886,C024,2024-11-11
S848,C029,2025-11-23
S189,C009,2025-05-14
S152,C007,2025-09-22
S914,C014,2024-07-25
S115,C026,2025-08-14
S465,C026,2025-11-02
S322,C015,2024-07-30
S918,C026,2024-08-06
S781,C034,2024-11-07
S282,C041,2025-04-03
S150,C018,2024-05-28
S795,C001,2025-07-05
S543,C049,2025-06-15
S006,C029,2024-12-26
S803,C030,2025-01-20
S203,C011,
S294,C034,2025-07-28
S128,C002,2025-08-22
S863,C047,2024-01-10
S901,C019,2024-09-11
S864,C044,2024-12-29
S375,C023,2025-05-15
S194,C018,2024-08-27
S719,C031,
S634,C010,2025-05-14
S657,C039,2023-12-17
S799,C037,2024-06-23
S398,C005,2025-01-10
S010,C011,2025-04-28
S470,C048,2025-06-12
S457,C015,2025-04-27
S676,C032,2024-08-01
S355,C009,2024-08-21
S564,C041,2025-09-09
S356,C005,2024-02-05
S010,C016,2025-06-09
S386,C022,2024-04-28
S896,C013,2024-08-22
S697,C027,2024-03-21
S779,C011,2025-09-05
S288,C034,2024-09-12
S492,C036,2025-03-07
S594,C002,2024-02-19
S947,C050,2025-07-09
S028,C033,2025-01-01
S992,C031,2025-10-10
S969,C013,2024-07-17
S431,C013,2024-01-27
S800,C041,2025-11-14
S699,C013,2025-02-25
S260,C023,2024-05-25
S156,C024,
S270,C019,2023-12-19
S875,C018,2024-01-11
S726,C048,2024-03-29
S779,C025,2024-07-05
S284,C002,2025-07-16
S351,C036,2025-02-21
S986,C015,2024-07-04
S549,C013,2025-08-10
S936,C022,2025-11-05
S976,C023,2025-04-29
S234,C043,2024-11-27
S189,C003,2024-02-28
S030,C028,
S502,C011,2025-01-30
S884,C015,2025-11-15
S092,C007,
S374,C018,
S063,C009,2025-07-26
S980,C010,2025-11-30
S863,C014,2025-09-08
S092,C013,
S913,C027,2024-01-29
S630,C017,2025-09-29
S373,C006,2024-10-27
S778,C017,2025-08-05
S392,C011,2024-01-10
S251,C039,2024-11-08
S186,C008,2024-05-16
S217,C015,2023-12-30
S003,C006,2024-08-11
S756,C021,2025-09-05
S729,C033,2024-08-23
S744,C023,2025-05-24
S539,C010,2025-07-18
S582,C009,2024-11-15
S950,C023,
S559,C026,2025-05-13
S893,C022,
S649,C028,
S238,C019,2024-01-25
S070,C022,2024-08-28
S140,C025,2025-04-19
S923,C042,2025-02-08
S557,C030,2025-09-06
S357,C017,2024-02-12
S818,C027,2024-03-26
S093,C042,2024-09-13
S608,C045,2024-07-21
S598,C008,2025-06-15
S177,C032,2024-12-05
S039,C024,
S088,C036,2025-08-15
S113,C031,2024-12-07
S884,C021,2024-12-19
S293,C022,2024-03-12
S685,C038,2025-06-16
S408,C021,2025-02-15
S218,C046,2024-08-03
S700,C033,2023-12-31
S137,C024,2025-07-13
S572,C022,2024-04-09
S221,C046,2024-07-13
S592,C028,2025-09-10
S075,C001,2024-05-25
S652,C006,2025-05-04
S003,C041,2025-03-06
S647,C028,2024-10-09
S682,C031,2025-03-21
S803,C023,2024-01-05
S139,C045,2025-10-11
S366,C046,2025-10-17
S696,C048,2024-01-04
S043,C012,2025-03-10
S640,C016,2025-11-29
S265,C014,2025-06-06
S997,C048,2025-10-10
S464,C018,2024-04-09
S819,C015,2025-05-31
S745,C016,2024-06-27
S513,C019,2024-06-11
S422,C026,2025-08-09
S748,C023,2024-04-27
S120,C024,2025-07-11
S520,C039,2024-04-01
S438,C011,2025-05-19
S421,C002,2024-12-17
S951,C039,2025-03-12
S177,C050,2024-04-12
S101,C007,2024-05-02
S943,C018,2025-01-07
S714,C023,2024-12-01
S155,C038,2024-02-09
S123,C046,
S470,C003,2025-03-23
S573,C034,2024-07-29
S960,C040,2024-07-25
S943,C024,2024-02-11
S997,C015,2025-09-02
S762,C016,2025-05-30
S888,C039,2024-01-03
S913,C039,2024-10-19
S087,C035,2025-04-20
S520,C001,2024-08-03
S245,C027,2024-03-28
S320,C035,2025-03-25
S081,C015,2025-10-26
S487,C012,2024-06-18
S723,C036,2025-09-17
S680,C023,2025-06-09
S538,C017,2024-05-15
S046,C045,2024-03-31
S654,C023,
S822,C001,2024-05-29
S952,C017,
S476,C002,2024-03-17
S507,C022,2024-06-22
S251,C014,2024-10-13
S930,C033,2024-02-23
S708,C016,2025-05-10
S472,C029,2025-11-05
S663,C022,2025-02-02
S275,C027,2025-08-02
S020,C011,2025-08-04
S197,C009,2025-04-19
S239,C033,2025-06-02
S331,C019,2024-01-30
S770,C007,2024-09-06
S323,C040,2023-12-13
S941,C035,2024-05-10
S308,C042,2024-06-23
S392,C044,2024-11-02
S163,C024,2025-04-03
S752,C033,2025-01-14
S062,C042,2025-08-19
S820,C012,2024-10-21
S846,C013,2025-09-08
S428,C015,2025-04-17
S400,C030,2024-07-17
S932,C006,2025-09-05
S747,C050,2025-01-26
S435,C045,2025-07-21
S024,C040,2024-04-09
S562,C045,2024-03-26
S805,C029,2024-06-24
S615,C035,2025-08-12
S890,C029,
S435,C005,2025-10-16
S559,C016,2025-07-03
S393,C011,2024-01-28
S739,C004,2025-09-20
S890,C035,2025-10-05
S654,C049,2024-09-22
S849,C007,2024-02-12
S721,C028,2024-03-07
S082,C038,2024-08-28
S489,C022,2024-10-31
S774,C002,2024-02-16
S003,C007,2024-11-10
S877,C045,2024-08-05
S872,C026,2024-12-07
S093,C023,2024-05-01
S147,C044,2025-05-06
S819,C034,2025-05-21
S086,C005,2025-04-23
S935,C008,2024-09-15
S907,C001,2024-01-15
S305,C027,2025-06-27
S484,C044,2024-10-30
S892,C049,2024-01-02
S462,C047,2025-07-22
S357,C023,2024-11-06
S536,C008,2025-05-26
S291,C005,2024-05-19
S089,C044,2023-12-23
S182,C007,2024-02-10
S556,C039,2024-02-20
S704,C011,2024-09-25
S362,C037,2025-08-31
S688,C045,2024-01-16
S897,C028,2024-06-27
S848,C008,2025-05-17
S891,C022,2024-08-12
S192,C003,
S334,C031,2024-07-24
S830,C034,2025-06-28
S494,C028,2024-12-18
S910,C008,2024-04-13
S936,C006,2024-10-19
S463,C035,2025-04-12
S341,C042,2024-10-12
S431,C037,
S909,C027,2024-03-11
S133,C049,2024-09-13
S067,C028,2025-05-04
S562,C032,2024-07-30
S417,C008,2024-12-22
S218,C028,
S690,C036,2023-12-09
S002,C029,2024-09-25
S591,C011,2024-08-14
S627,C022,2024-01-29
S769,C002,2025-11-07
S913,C024,2024-05-24
S040,C045,2025-11-11
S035,C038,
S370,C039,2025-09-18
S511,C011,2025-07-15
S434,C040,2025-02-08
S954,C006,2025-03-29
S382,C001,2024-07-20
S079,C035,2024-04-12
S357,C015,2024-03-06
S827,C029,2025-02-18
S858,C019,2024-04-28
S623,C019,2025-08-03
S747,C033,2024-09-16
S861,C021,2024-09-24
S602,C035,2024-08-05
S863,C027,2025-06-03
S848,C039,2025-03-03
S056,C004,2024-04-12
S131,C013,2024-07-21
S980,C025,2025-11-28
S274,C022,2024-03-04
S125,C039,2025-10-08
S710,C007,2025-02-14
S180,C019,2025-11-20
S963,C003,2025-01-01
S856,C016,2024-09-15
S141,C004,2025-05-14
S736,C036,2025-07-04
S363,C014,2024-06-26
S437,C006,2025-03-20
S845,C011,
S918,C044,2023-12-06
S584,C021,2024-02-06
S982,C036,2024-09-01
S303,C025,2024-03-21
S353,C046,2024-03-23
S913,C012,2024-07-05
S003,C034,2025-01-28
S520,C012,2025-02-21
S002,C047,
S907,C038,2024-09-06
S229,C019,2024-07-18
S822,C010,2025-09-01
S261,C022,2023-12-06
S398,C030,2025-09-06
S895,C027,2025-03-22
S368,C015,2025-11-07
S654,C046,2025-10-13
S067,C023,2025-05-06
S172,C049,2023-12-20
S536,C049,2025-07-11
S887,C006,2023-12-16
S213,C001,2024-10-02
S429,C003,2025-04-28
S909,C035,2025-09-28
S409,C033,2024-03-07
S435,C044,2025-07-26
S326,C003,2025-02-23
S742,C025,2024-07-02
S807,C030,2024-12-19
S786,C020,2024-06-23
S316,C022,2024-08-16
S960,C013,2024-06-02
S558,C036,2025-02-23
S883,C015,2024-04-23
S955,C022,2024-03-25
S276,C031,2024-03-27
S575,C013,2025-03-16
S467,C019,
S704,C041,2024-12-20
S426,C036,2024-12-08
S209,C027,2025-09-27
S131,C005,2025-03-03
S471,C008,2025-07-01
S354,C049,2025-11-28
S836,C024,2025-08-23
S608,C019,2025-09-22
S793,C043,2024-02-23
S927,C026,2025-03-13
S207,C012,
S769,C001,2025-06-11
S215,C022,2024-11-24
S482,C049,2025-07-08
S475,C044,2024-07-13
S959,C017,2025-05-13
S199,C046,2025-01-23
S445,C024,2025-02-23
S295,C035,2024-12-20
S013,C030,2024-03-31
S577,C004,2025-07-05
S357,C028,2025-08-10
